caseid;timeStamp;userID;targetApp;eventType;url;content;target.workbookName;target.sheetName;target.id;target.class;target.tagName;target.type;target.name;target.value;target.innerText;target.checked;target.href;target.option;target.title;target.innerHTML
1.0;2019-10-21T00:11:41.741Z;vleno;Chrome;clickLink;https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou;;;;;;A;;;;Add another response.;;/universityofmelbourne/form/NewRecord;;; \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>
;2020-02-25T01:28:04.933Z;vleno;Chrome;copyCell;https://slack.com;Sample content for testing.;;;span;;INPUT;;q12_reimbursementDetails[0][];;;;;;;
;2020-02-25T01:10:09.758Z;vleno;Excel;clickLink;;Placeholder text for demonstration.;meeting_minutes.xlsx;Sheet1;H8;;;;;;;;;;;
;2020-02-25T02:32:47.896Z;vleno;Excel;copyRange;;Placeholder text for demonstration.;budget_2023.xlsx;Sheet3;C3;;;;q10_bankName;;;;;;; \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>
;2020-02-25T02:00:05.291Z;vleno;Chrome;clickLink;https://linkedin.com;Another random string.;;;p;;INPUT;;q12_reimbursementDetails[0][];;;VIC;;;;
;2019-10-21T00:21:35.642Z;vleno;Chrome;editField; ;This is a random content example.;;;h5;;;text;;+61 097 601 8154;;;;;;
;2019-10-21T00:17:09.847Z;vleno;Excel;paste;;Test content for the application.;meeting_minutes.xlsx;Sheet6;AA27;;;;;;;;;;;
;2020-02-25T01:19:42.110Z;vleno;Chrome;copyRange;https://microsoft.com;;;;option;;A;text;date;;;;;;;
;2020-02-25T01:24:05.997Z;vleno;Chrome;createNewTab;https://oracle.com;Lorem ipsum dolor sit amet.;;;label;;;text;SingleLine1;Kensington;;;;;;\n              Next\n            
;2020-02-25T01:06:08.162Z;vleno;Chrome;clickButton;https://testsite.com;;;;div;;;checkbox;;;;;;;;
;2020-02-25T02:02:28.164Z;vleno;Chrome;paste;https://adobe.com;Test content for the application.;;;option;;;text;;;;;;;;
;2019-10-21T01:00:31.897Z;vleno;Chrome;clickLink;https://sap.example.com;Another random string.;;;img;;;;;12 Hotham St;\n              Next\n            ;;;;;
;2019-10-21T00:53:16.481Z;vleno;Chrome;selectWorksheet;https://anotherurl.com; ;;;select;;INPUT;text;;Juha;;;;;;
;2019-10-21T00:30:55.938Z;vleno;Chrome;clickButton;https://google.com;;;;select;;INPUT;text;SingleLine;;;;;;;
;2020-02-25T02:50:36.943Z;vleno;Chrome;paste;https://salesforce.example.com;Placeholder text for demonstration.;;;textarea;;INPUT;text;SingleLine1;01-3480-00-5757-00010-B04-20-01;;;;;;
;2020-02-25T02:34:56.307Z;vleno;Chrome;copyCell;https://adobe.com;Randomly generated content.;;;h5;;INPUT;;q12_reimbursementDetails[0][];North Melbourne;;;;;;
;2020-02-25T02:08:11.538Z;vleno;Chrome;clickLink;https://github.com;Randomly generated content.;;;textarea;;;checkbox;;Matias Svendsen;;;;;;
;2020-02-25T02:51:25.246Z;vleno;Chrome;editField;https://confluence.example.com;This is a random content example.;;;h6;;INPUT;;;VIC;;;;;;
;2020-02-25T01:00:53.143Z;vleno;Chrome;clickLink;https://slack.com; ;;;img;;;text;q3_name[last];Hilda Diggle;Flemington;;;;;
;2020-02-25T01:47:28.259Z;vleno;Chrome;selectWorksheet;https://example.net;;;;textarea;;;text;Address_City;hoszkar@gmail.com;;;;;;
;2020-02-25T02:50:25.590Z;vleno;Chrome;clickLink;https://zoom.us;Placeholder text for demonstration.;;;p;;;button;q12_reimbursementDetails[0][];Samantha ;;;;;;
;2020-02-25T02:06:42.658Z;vleno;Chrome;form_submit;https://slack.com;Test content for the application.;;;h5;;INPUT;text;;;\n              Next\n            ;;;;;
;2020-02-25T01:33:29.317Z;vleno;Chrome;form_submit;https://example.org;Sample content for testing.;;;form;;INPUT;submit;q3_name[first];;;;https://form.jotform.com/200477494954062;;;
;2019-10-21T01:10:15.505Z;vleno;Chrome;selectWorksheet;https://github.com;Placeholder text for demonstration.;;;textarea;;;;;;;;;;;
;2019-10-21T00:23:22.466Z;vleno;Excel;createNewTab;;;project_notes.pdf;Sheet7;E5;;;;;Netherlands;;;;;;
;2019-10-21T01:02:40.505Z;vleno;Excel;copyCell;;Lorem ipsum dolor sit amet.;presentation.csv;Sheet4;E5;;;;SingleLine;;;;;;;
2.0;2019-10-21T00:12:04.330Z;vleno;Excel;copyCell;;Albert;StudentRecords.xlsx;Sheet1;A3;;;;;Albert;;;;;;
2.0;2019-10-21T00:12:09.464Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Albert;;;;;INPUT;text;SingleLine;;;;;;;
2.0;2019-10-21T00:12:10.104Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine;Albert;;;;;;
2.0;2019-10-21T00:12:16.000Z;vleno;Excel;copyCell;;Rauf;StudentRecords.xlsx;Sheet1;B3;;;;;Rauf;;;;;;
2.0;2019-10-21T00:12:19.240Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Rauf;;;;;INPUT;text;SingleLine;Albert ;;;;;;
2.0;2019-10-21T00:12:19.953Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine;Albert Rauf;;;;;;
2.0;2019-10-21T00:12:23.095Z;vleno;Excel;copyCell;;11/04/1986;StudentRecords.xlsx;Sheet1;C3;;;;;11/04/1986;;;;;;
2.0;2019-10-21T00:12:25.121Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;11/04/1986;;;Date-date;;INPUT;text;date;;;;;;;
2.0;2019-10-21T00:12:28.910Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;Date-date;;INPUT;text;date;11/04/1986;;;;;;
2.0;2019-10-21T00:12:32.853Z;vleno;Excel;copyCell;;+61 043 512 4834;StudentRecords.xlsx;Sheet1;D3;;;;;+61 043 512 4834;;;;;;
2.0;2019-10-21T00:12:36.848Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;+61 043 512 4834;;;PhoneNumber;;INPUT;text;countrycode;;;;;;;
2.0;2019-10-21T00:12:41.905Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;PhoneNumber;;INPUT;text;countrycode;043-512-4834;;;;;;
2.0;2019-10-21T00:12:44.394Z;vleno;Excel;copyCell;;arauf@gmail.com;StudentRecords.xlsx;Sheet1;E3;;;;;arauf@gmail.com;;;;;;
2.0;2019-10-21T00:12:50.408Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;arauf@gmail.com;;;;;INPUT;text;Email;;;;;;;
2.0;2019-10-21T00:12:50.889Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Email;arauf@gmail.com;;;;;;
2.0;2019-10-21T00:12:53.102Z;vleno;Excel;copyCell;;Germany;StudentRecords.xlsx;Sheet1;F3;;;;;Germany;;;;;;
2.0;2019-10-21T00:12:55.584Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Germany;;;;;INPUT;text;SingleLine1;;;;;;;
2.0;2019-10-21T00:12:56.025Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine1;Germany;;;;;;
2.0;2019-10-21T00:12:58.084Z;vleno;Excel;copyCell;;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;StudentRecords.xlsx;Sheet1;G3;;;;;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;;;;;;
2.0;2019-10-21T00:13:00.121Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;;;;;INPUT;text;Address_AddressLine1;;;;;;;
2.0;2019-10-21T00:13:03.737Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_AddressLine1;99 Beacon Rd;;;;;;
2.0;2019-10-21T00:13:04.064Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;;;;;INPUT;text;Address_City;;;;;;;
2.0;2019-10-21T00:13:09.306Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_City;Port Melbourne;;;;;;
2.0;2019-10-21T00:13:10.161Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;;;;;INPUT;text;Address_Region;;;;;;;
2.0;2019-10-21T00:13:16.225Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_Region;VIC;;;;;;
2.0;2019-10-21T00:13:17.240Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;99 Beacon Rd, Port Melbourne, VIC 3207, Australia;;;;;INPUT;text;Address_ZipCode;;;;;;;
2.0;2019-10-21T00:13:22.120Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_ZipCode;3207;;;;;;
2.0;2019-10-21T00:13:28.072Z;vleno;Chrome;clickCheckbox;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;DecisionBox;;INPUT;checkbox;DecisionBox;on;;TRUE;;;;
2.0;2019-10-21T00:13:28.073Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;DecisionBox;;INPUT;checkbox;DecisionBox;on;;TRUE;;;;
2.0;2019-10-21T00:13:29.824Z;vleno;Chrome;clickButton;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;BUTTON;submit;;submit;Submit;;;;;\n<em>Submit</em>\n
2.0;2019-10-21T00:13:33.745Z;vleno;Chrome;clickLink;https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou;;;;;;A;;;;Add another response.;;/universityofmelbourne/form/NewRecord;;; \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>
;2020-02-25T01:17:35.766Z;vleno;Chrome;editField;https://office365.example.com;Test content for the application.;;;div;;INPUT;;q12_reimbursementDetails[0][];hoszkar@gmail.com;;;;;;
;2020-02-25T02:35:45.201Z;vleno;Excel;clickButton;;This is a random content example.;budget_2023.xlsx;Sheet6;AA27;;;;Address_Region;+61 022 022 1918;;;;;;
;2020-02-25T02:41:19.560Z;vleno;Chrome;selectWorksheet;https://workday.example.com;Lorem ipsum dolor sit amet.;;;p;;INPUT;email;q12_reimbursementDetails[0][];;;;;;;
;2020-02-25T01:38:39.900Z;vleno;Chrome;editField;https://example.org;Randomly generated content.;;;table;;INPUT;;q3_name[last];519-790-1066;;;;;;
;2020-02-25T01:22:23.102Z;vleno;Chrome;paste;https://example.org;Another random string.;;;textarea;;;;;16/12/1990;;;;;;
;2020-02-25T02:41:38.720Z;vleno;Chrome;paste;https://zoom.us;Placeholder text for demonstration.;;;h6;;INPUT;text;Email;5694;;;;;;
;2020-02-25T01:43:09.629Z;vleno;Chrome;clickLink;https://testsite.com;Another random string.;;;h6;;INPUT;text;;Volodymyr Leno;;;;;;
;2020-02-25T01:35:38.677Z;vleno;Chrome;paste;https://randomsite.com;Sample content for testing.;;;form;;INPUT;text;;225 Abbotsford St, North Melbourne, VIC, 3051;;;;;;
;2020-02-25T02:02:30.024Z;vleno;Chrome;clickLink;https://workday.example.com; ;;;li;;INPUT;;q4_email;;;;;;;
;2020-02-25T01:22:07.728Z;vleno;Chrome;createNewTab;https://salesforce.example.com;Another random string.;;;select;;;text;;;;;;;;
;2019-10-21T00:17:01.282Z;vleno;Excel;clickLink;;Another random string.;report_final.xlsx;Sheet1;M13;;;;;VIC;;;;;;
;2020-02-25T01:03:19.400Z;vleno;Chrome;copyRange;https://sap.example.com;Test content for the application.;;;h5;;INPUT;text;;;;;;;;
;2020-02-25T00:51:50.492Z;vleno;Excel;copyCell;;Sample content for testing.;project_notes.pdf;Sheet4;AE31;;;;;;;;;;;
;2019-10-21T00:28:17.644Z;vleno;Chrome;clickLink;https://anotherurl.com;This is a random content example.;;;table;;;;;Australia;;;;;;
;2020-02-25T01:01:14.591Z;vleno;Chrome;copyRange;https://anotherurl.com;This is a random content example.;;;h5;;INPUT;;q12_reimbursementDetails[0][];;;;;;;\n<em>Submit</em>\n
;2019-10-21T01:10:19.953Z;vleno;Chrome;selectWorksheet;https://slack.com;Lorem ipsum dolor sit amet.;;;div;;INPUT;text;;;;;;;;\n<em>Submit</em>\n
;2020-02-25T01:59:50.908Z;vleno;Chrome;selectWorksheet;https://example.org;Placeholder text for demonstration.;;;table;;BUTTON;text;q3_name[last];;;;;;;
;2020-02-25T01:17:28.060Z;vleno;Chrome;selectWorksheet;https://confluence.example.com;Sample content for testing.;;;h5;;;;;Olga ;;;;;;
;2020-02-25T01:45:48.252Z;vleno;Chrome;createNewTab;https://zoom.us;Lorem ipsum dolor sit amet.;;;button;;INPUT;text;;77041234;;;;;;
;2019-10-21T00:29:49.481Z;vleno;Chrome;editField;https://sap.example.com;Placeholder text for demonstration.;;;p;;INPUT;;Address_City;01-4450-00-5697-00010-B04-20-01;;;;;;
;2019-10-21T00:28:15.392Z;vleno;Chrome;clickButton;https://workday.example.com;This is a random content example.;;;li;;;text;q9_accountHolder;Macdonald;;;;;;
;2020-02-25T01:50:26.755Z;vleno;Chrome;form_submit;https://salesforce.example.com;Another random string.;;;img;;INPUT;text;q12_reimbursementDetails[0][];;;;;;;
;2020-02-25T01:43:52.436Z;vleno;Chrome;editField;https://sap.example.com;Another random string.;;;span;;;;;3207;;;;;;
;2020-02-25T01:41:23.348Z;vleno;Excel;copyRange;;Randomly generated content.;report_final.xlsx;Sheet7;G7;;;;q6_studentId;5701;;;;;;
;2019-10-21T00:25:36.109Z;vleno;Chrome;copyRange;https://oracle.com;Placeholder text for demonstration.;;;div;;;text;;01-4450-00-5694-00010-B04-20-01;;;;;;
3.0;2019-10-21T00:13:39.966Z;vleno;Excel;copyCell;;Steven;StudentRecords.xlsx;Sheet1;A4;;;;;Steven;;;;;;
3.0;2019-10-21T00:13:42.048Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Steven;;;;;INPUT;text;SingleLine;;;;;;;
3.0;2019-10-21T00:13:42.505Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine;Steven;;;;;;
3.0;2019-10-21T00:13:44.742Z;vleno;Excel;copyCell;;Richards;StudentRecords.xlsx;Sheet1;B4;;;;;Richards;;;;;;
3.0;2019-10-21T00:13:46.696Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Richards;;;;;INPUT;text;SingleLine;Steven ;;;;;;
3.0;2019-10-21T00:13:47.169Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine;Steven Richards;;;;;;
3.0;2019-10-21T00:13:49.614Z;vleno;Excel;copyCell;;18/06/1986;StudentRecords.xlsx;Sheet1;C4;;;;;18/06/1986;;;;;;
3.0;2019-10-21T00:13:51.201Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;18/06/1986;;;Date-date;;INPUT;text;date;;;;;;;
3.0;2019-10-21T00:13:54.761Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;Date-date;;INPUT;text;date;18/06/1986;;;;;;
3.0;2019-10-21T00:13:57.755Z;vleno;Excel;copyCell;;+61 035 376 0669;StudentRecords.xlsx;Sheet1;D4;;;;;+61 035 376 0669;;;;;;
3.0;2019-10-21T00:13:59.800Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;+61 035 376 0669;;;PhoneNumber;;INPUT;text;countrycode;;;;;;;
3.0;2019-10-21T00:14:00.073Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;PhoneNumber;;INPUT;text;countrycode;035-376-0669;;;;;;
3.0;2019-10-21T00:14:01.962Z;vleno;Excel;copyCell;;srichards@gmail.com;StudentRecords.xlsx;Sheet1;E4;;;;;srichards@gmail.com;;;;;;
3.0;2019-10-21T00:14:02.776Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;srichards@gmail.com;;;;;INPUT;text;Email;;;;;;;
3.0;2019-10-21T00:14:03.145Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Email;srichards@gmail.com;;;;;;
3.0;2019-10-21T00:14:08.155Z;vleno;Excel;copyCell;;Australia;StudentRecords.xlsx;Sheet1;F4;;;;;Australia;;;;;;
3.0;2019-10-21T00:14:09.777Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;Australia;;;;;INPUT;text;SingleLine1;;;;;;;
3.0;2019-10-21T00:14:10.121Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;SingleLine1;Australia;;;;;;
3.0;2019-10-21T00:14:13.289Z;vleno;Excel;copyCell;;396 Clarendon St, South Melbourne, VIC 3205, Australia;StudentRecords.xlsx;Sheet1;G4;;;;;396 Clarendon St, South Melbourne, VIC 3205, Australia;;;;;;
3.0;2019-10-21T00:14:20.224Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;396 Clarendon St, South Melbourne, VIC 3205, Australia;;;;;INPUT;text;Address_AddressLine1;;;;;;;
3.0;2019-10-21T00:14:27.713Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_AddressLine1;396 Clarendon St;;;;;;
3.0;2019-10-21T00:14:28.144Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;396 Clarendon St, South Melbourne, VIC 3205, Australia;;;;;INPUT;text;Address_City;;;;;;;
3.0;2019-10-21T00:14:34.129Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_City;South Melbourne;;;;;;
3.0;2019-10-21T00:14:35.024Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;396 Clarendon St, South Melbourne, VIC 3205, Australia;;;;;INPUT;text;Address_Region;;;;;;;
3.0;2019-10-21T00:14:40.929Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_Region;VIC;;;;;;
3.0;2019-10-21T00:14:44.377Z;vleno;Chrome;paste;https://forms.zoho.com/universityofmelbourne/form/NewRecord;396 Clarendon St, South Melbourne, VIC 3205, Australia;;;;;INPUT;text;Address_ZipCode;;;;;;;
3.0;2019-10-21T00:14:48.929Z;vleno;Chrome;editField;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;INPUT;text;Address_ZipCode;3205;;;;;;
3.0;2019-10-21T00:15:07.071Z;vleno;Chrome;clickButton;https://forms.zoho.com/universityofmelbourne/form/NewRecord;;;;;;BUTTON;submit;;submit;Submit;;;;;\n<em>Submit</em>\n
3.0;2019-10-21T00:15:09.962Z;vleno;Chrome;clickLink;https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou;;;;;;A;;;;Add another response.;;/universityofmelbourne/form/NewRecord;;; \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>
;2019-10-21T00:48:38.457Z;vleno;Chrome;createNewTab;https://example.com;Another random string.;;;a;;;text;q5_address[addr_line1];61;;;;;;\n              Next\n            
;2019-10-21T00:33:54.672Z;vleno;Chrome;form_submit;https://example.net;Random text for data generation.;;;img;;INPUT;;q12_reimbursementDetails[0][];032 660 0403;;;;;;Add another response
;2020-02-25T02:07:01.130Z;vleno;Excel;editField;; ;project_notes.pdf;Sheet1;AE31;;;;SingleLine;Oliver Dunkan;;;;;;
;2020-02-25T01:24:53.678Z;vleno;Excel;editField;;Lorem ipsum dolor sit amet.;report_final.xlsx;Sheet2;AC29;;;;DecisionBox;01-3480-00-5694-00010-B04-20-01;;;;;;
;2019-10-21T00:36:16.754Z;vleno;Chrome;createNewTab;https://sap.example.com;;;;form;;BUTTON;text;q12_reimbursementDetails[0][];1;;;;;;
;2020-02-25T01:20:37.694Z;vleno;Chrome;createNewTab;;Randomly generated content.;;;input;;;;q7_phoneNumber[area];[[36 South Wharf Drive;;;;;;
;2019-10-21T01:10:23.033Z;vleno;Chrome;paste;https://example.org;Lorem ipsum dolor sit amet.;;;div;;INPUT;text;;;;;;;;
;2019-10-21T00:24:09.645Z;vleno;Chrome;clickLink;https://jira.example.com;;;;ul;;;text;;[[396 Clarendon St;;;;;;
;2020-02-25T01:57:29.131Z;vleno;Chrome;clickButton;https://anotherurl.com;Sample content for testing.;;;ul;;INPUT;;q12_reimbursementDetails[0][];;;;;;;
;2019-10-21T01:07:24.666Z;vleno;Chrome;paste;https://google.com;This is a random content example.;;;form;;INPUT;;countrycode;2700;;;;;;
;2020-02-25T01:24:56.592Z;vleno;Chrome;clickButton;https://adobe.com;Test content for the application.;;;img;;INPUT;button;SingleLine;submit;;;;;;
;2020-02-25T02:02:57.700Z;vleno;Chrome;clickLink;https://microsoft.com;;;;table;;;text;DecisionBox;;;;;;;
;2020-02-25T02:50:25.590Z;vleno;Chrome;selectWorksheet;https://google.com;Randomly generated content.;;;h6;;INPUT;;Address_ZipCode;;;;;;;
;2020-02-25T00:55:09.160Z;vleno;Chrome;copyRange;https://testsite.com;;;;h5;;INPUT;text;;;;;;;;
;2020-02-25T00:58:07.362Z;vleno;Chrome;clickButton;https://oracle.com; ;;;li;;INPUT;text;;5 Lincoln Mew, Kensington, VIC 3031, Australia;;;;;;
;2020-02-25T01:42:17.844Z;vleno;Chrome;copyRange;https://salesforce.example.com;Another random string.;;;option;;BUTTON;;;01-4450-00-5694-00010-A05-20-01;;;;;;
